0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,20060,0,0,0,0,0,499.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,52174,26175,13127,0,0,0,0,0,0,1239.3,753.72,470.6,378.26,340.78,107.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-43202,-22379,-10940,-5917.9,-3019.9,-1528.4,-814.09,-372.78,-9.6713,-210.52,-100.62,-13.898,-55.485,-29.207,41.757,24.582,24.373,2.8273,-2.5852,-2.6923,-2.6832,-2.6933,-2.6924,-2.6941,-2.6919,-2.6945,-2.6756,-2.6493,-2.6526,-2.6692,-2.6159,-2.6303,-2.6945,-2.679,-2.6813,-2.6869,-2.6935,-2.6923,-2.6925
1844.7,1482.9,228.45,310.56,248.51,131.21,28.024,-39.209,26.079,107.23,-78.892,-37.065,-126.06,45.163,-42.578,-120.72,-52.298,0.84852,-5.8627,-7.8683,-7.9657,-7.9622,-7.9667,-7.9689,-7.9699,-7.9692,-7.9701,-7.9713,-7.9811,-7.9757,-7.9096,-7.9461,-7.9485,-7.9744,-7.9754,-7.9732,-7.9747,-7.9662,-7.9704,-7.9703
3.2065e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-80475,-40815,-20032,-10109,-5043.6,-2554.9,-1398,-931.04,-567.52,-172.26,-169.68,-576.69,-332.47,-233.82,-215.96,-172.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1258.8,0,0,0,0,0,0,568.18,0,0,190.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-591.63,-291.76,771.81,395.38,190.08,77.56,-25.899,97.748,91.734,222.84,482.35,373.03,398.79,373.04,303.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1752.4,7053.1,2772.1,1491.4,170.94,208.14,117.34,215.73,-185.74,8.3448,174.66,119.69,81.239,75.777,165.37,128.2,148.14,262.13,207.65,203.38,203.31,203.41,203.36,203.36,203.37,203.36,203.37,203.48,203.82,203.71,203.53,204.01,203.83,203.36,203.41,203.42,203.43,203.36,203.39,203.36
0,0,3916.8,356.47,2230.3,1294.6,732.83,618.56,131.26,-464.57,607.76,253.75,0,185.76,112.06,-27.517,39.344,23.795,108.36,133.15,133.66,133.6,133.66,133.66,133.66,133.65,133.67,133.56,133.41,133.43,133.52,133.22,133.31,133.67,133.59,133.6,133.62,133.66,133.65,133.66
