0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-108.65,0,0,-1113.4,-432.96,-347.03,-454.92,-636.97,-1278.3,0,0,0,0,-2027.3,-1518.5,-759.64,-385.6,-4315.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-10.987,-8.7013,-2.9244,-5.031,-44.029,-106.25,-1709.4,-414.56,-203.21,0,0,0,0,0,927.57,286.66,2243.1,1709.4,0,0,0,0,0,0,0,1892.2,874.16,38.786,1795.4,588.66,0,0,827.39,235.99,4257,2234.1,1137.5,371.64,0
0,14.166,1.449,-0.53314,-34.226,-26.884,-96.609,471.05,-291.68,-123.58,234.08,-15.614,39.612,145.99,-78.888,-72.525,-112.38,1208.1,-171.93,-152.45,-92.747,-47.303,535.98,581.46,299.21,138.65,98.724,79.246,-9.2841,57.695,171.85,109.97,66.297,40.237,80.692,-154.95,3.072,69.11,90.648,-1681.8
-675.23,-333.76,-165.94,-80.225,-35.278,0.77714,136.41,1402.9,119.67,36.518,200.09,-24.408,31.794,37.356,-49.77,-100.81,-19.974,-22.492,0,39.642,25.081,8.3578,62.061,-37.723,92.456,-37.343,-44.764,-8.922,-74.929,-39.299,-13.803,2.9976,-0.98463,-17.534,-2.0163,-100.93,-34.567,-18.342,-5.0669,7.9275
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-90.913,0,6.8491,0,-112.03,98.708,-316.51,-177.33,-23.796,-201.07,-124.42,-96.231,-54.116,-147.36,-157.27,0,-1.5672,-164.11,-323.57,-347.17,0,0,165.7,0,0,267.89,0,-79.601,0,0,0,0,0,0,0,0,0,0
0,158.82,112.92,23.296,-0.70376,111.59,256.16,-2151.8,0,0,0,0,0,0,0,0,0,0,0,-147.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,31.275,60.42,-3.2568,-5.4426,-17.71,-88.239,273.06,-118.38,39.442,331.18,336.27,398.14,428.97,227.43,160.52,0,0,24.291,222.78,155.81,18.352,0,0,216.08,0,-271.04,0,0,-126.1,0,0,0,0,0,0,-10.203,0,0,0
-331.56,-85.514,-36.144,-21.9,-11.016,2.5237,-45.343,-1253.6,-882.49,-578.04,-201.73,-128.77,-180.31,-510,-160.07,-79.085,-164.37,-12.836,-713.41,-619.61,-394.38,-205.92,-1322.8,-177.04,-159.73,-175.15,-7.8457,-60.049,-187.94,-108.62,-103.33,-182.42,-167.63,-91.584,-142.83,205.2,26.939,-64.618,-132.76,-158.09
0,-22.966,10.743,15.704,68.303,158.24,120.77,-1659,1000.9,0,-228.94,0,0,-318.98,-367.4,-1.4661,0,-4144.3,0,244.65,140.48,0,0,-119.88,-105.48,227.54,0,0,470.54,0,-6.9802,-5.6377,-43.688,-16.724,13.178,100.22,0,-42.804,13.908,8639
0,0,0,0,0,0,0,0,11.596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,-684.07,0,-2666.9,-1519.2,-1037.5,-245.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-147.14,0,0,0,0,0,0,0,0,0,0,0,0,0
