0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-31.457,0,0,0,0,14.41,408.01,5303.5,0,0,0,0,-892.19,-3263,-296.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-555.48
0,-31.409,18.257,7.6212,-3.6059,2.8163,939.03,-65.675,0,0,0,0,0,-70.358,147.21,-120,746.36,366.34,-82.8,159.95,48.476,275.62,535.3,0,0,0,-4926.2,-2427.6,-1176.7,-312.32,908.25,-11.043,3394.9,1688.7,713.1,-408.13,737.23,-295.25,0,0
0,3.2982,-7.3343,-5.3118,-17.991,-234.47,-14.533,-418.11,-9.6012,-137.66,669.98,916.65,469.11,273.5,391.61,595.24,191.77,109.33,68.643,113,-35.605,-92.961,-34.763,-360.19,-93.179,54.969,12.407,58.17,49.949,73.372,67.999,89.732,123.62,37.199,79.936,86.487,86.343,92.647,56.081,-38.157
-1388.5,-685.74,-343.7,-169.17,-78.861,-41.857,67.514,71.453,283.27,-72.27,-172.83,228.29,113.33,170.5,461.92,4.6448,608.23,219.63,-58.376,-14.378,-61.649,5.8139,-55.161,-271.77,-78.517,-17.707,93.262,180.81,25.007,-13.308,-66.554,-27.972,-124.11,-16.548,-113.48,-55.489,-51.088,-30.338,71.647,12.574
0,0,0,0,0,0,0,0,0,-1859.3,0,0,0,0,-863.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,485.7,62.451,-11.567,-23.021,-32.913,-684.14,-763.98,-342.39,-239.07,-549.08,-622.7,-510.13,-355.44,-272.12,61.505,231.64,83.653,590.89,347.8,377.76,301.39,245.23,389.73,581.55,202.74,-13.176,177.3,187.67,338.09,379.62,402.26,523.92,413.27,462.19,343.19,375.58,334.9,285.53,336.33
0,0,-166.72,0,0,0,2391.7,0,0,0,0,2505.8,201.59,14.05,0,0,3253.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-224.01,-145.72,-48.269,-3.2838,-22.606,-266.59,172.16,273.04,325.51,398.51,-421.12,-292.42,-131.59,-190.64,114.72,-233.32,89.255,373.76,256.34,189.69,-192.76,-255.53,-806.71,-358.6,-506.7,-246.11,-273.5,-289.46,-349.17,-387.51,-258.27,-613.74,-537.28,-251.44,-288.95,-389.15,-268.25,-355.64,-369.83
-305.36,-86.162,-59.872,-27.932,-8.2209,4.011,260.39,-154.31,32.135,160.34,1451.2,-178.53,-187.1,-161.97,-311.82,-381.76,-1652.4,-354.3,-175.85,-469.72,29.563,283.36,25.464,436.39,-75.293,-91.099,-317.04,-107.62,-116.89,-163.2,-123.17,-253.52,84.588,-13.345,-110.04,-162.43,-125.42,-179.98,-310.86,-279.69
0,-23.277,52.741,44.891,54.179,474.03,-208.94,0,-413.73,306.31,-1027.6,-1109.3,-518.11,-432.23,-825.08,-1208.4,-375.58,0,0,6.6839,208.45,0,276.12,-182.96,0,0,-11.874,-124.99,-164,-81.924,-2.3476,-3.3821,-238.35,-24.578,-15.826,14.481,-55.241,-74.734,-104.32,183.55
0,0,0,0,0,0,0,0,0,0,0,0,347.32,612.19,0,2004,469.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-1104.4,10.953,799.24,968.73,801.44,1558.6,2902.9,2131.4,1573.9,1942.8,2473.2,1912.2,1908.3,1950.3,1993,2072.5,1775.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038.4,1491.1,836.6,375.24,184.13,119.88,-1445,-304.1,-571.66,222.21,438.01,-1526,-245.07,-432.83,-478.04,2.282,-2329.9,-227.49,233.66,-8.3689,-3.6826,-57.687,13.479,658.77,-26.471,-90.366,-97.315,-354.88,-11.575,-59.597,55.839,10.915,112.81,-65.63,187.35,79.577,27.861,12.548,-203.71,40.06
0,0,0,0,0,0,0,0,5.4368,443.3,0,-616.03,-399.03,0,0,0,-1204,0,0,0,0,82.599,-21.364,0,0,0,0,57.664,376.98,0,246.74,110.74,0,0,0,0,0,-12.613,7.1377,-205.7
0,0,0,0,0,0,0,144.8,-46.056,-248.41,-32.282,-194.82,-533.69,-458.5,-327.55,-487.84,-447.39,-328.54,-334.65,-352.3,-348.47,-331.86,-338.02,-108.15,-91.875,278.14,-21.601,12.7,30.704,35.883,34.558,-3.428,17.828,10.318,-3.7737,-3.2491,-10.876,-0.45259,2.3629,-26.498
34140,16986,8508.2,4255,2127.3,1060.4,65.96,414.6,553.43,783.61,1073.8,1011.1,1930,1104.3,1722.3,0,397.4,746.97,837.18,897.87,830.27,1012.8,926.35,316.31,250.1,9.6736,279.94,202.95,68.087,92.52,-15.786,-57.61,46.888,-34.83,-36.766,19.666,55.766,17.682,-21.939,48.543
0,0,0,0,0,0,0,0,0,0,-1941,0,0,278.1,453.53,-51.801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.748,0,0,0,0
